make,model,variant,year,heavy_duty_part,extra_heavy_duty_part,premium_part,agm_efb_part,comments,reg_required,page,provenance,confidence
SUBARU,LIBERTY,"BM, BR, Exiga",2009 to 2010,,,2544,4032,"Some variants fit 2543, some fit 2544.",,127,rerun-2026-07-14,guide
SUBARU,LIBERTY,"BM, BR, 2.5i",2011 to 2014,,,2543,,,,127,rerun-2026-07-14,guide
SUBARU,LIBERTY,"BM, BR, 3.6LR, V6",2011 to 2014,,,2543,,,,127,rerun-2026-07-14,guide
SUBARU,LIBERTY,"BM, BR, Exiga",2011 to 2014,,,2544,4032,4032 is alternate fitment option.,,127,rerun-2026-07-14,guide
SUBARU,LIBERTY,2.5i,2015 onward,,,,4031,Must use EFB.,,127,rerun-2026-07-14,guide
SUBARU,LIBERTY,"3.6L, 6 Cyl",2015 onward,,4503,,,,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,All variants,1994 to 1998,,,2138,,,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,All variants,1999 to 2003,,,2544,,,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,"2.5i, Luxury, 4Cyl.",2003 to 2009,,,2384,,,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,"3.0LR, H6, 6Cyl.",2003 to 2009,,,2544,,,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,"2.5i, Petrol, MY 11",2009 to 2011,,,2543,,Build date from mid 2010.,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,"2.5i, Petrol, MY10",2009 to 2011,,,2137 2383,,Build date before mid 2010.,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,"3.6LR, Petrol",2009 to 2011,,,2543,,,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,Diesel,2009 to 2011,,4503,,,,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,Diesel,2011 to 2014,,4503,,,,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,Petrol,2011 to 2014,,,2543,,,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,"2.5L, 4 Cyl, Petrol",2014 to 2020,,,,4031,"Stop Start, must use EFB.",,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,"3.6L, 6 Cyl, Petrol",2014 to 2020,,4503,,,,,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,Diesel,2014 to 2020,,,,,"Must use EFB 4081, sourced locally, refer to MasterFit. Stop-Start is from MY18 but previous has S95 EFB.",,127,rerun-2026-07-14,guide
SUBARU,OUTBACK,"6GEN, All variants",2020 onward,,,,4032,,,127,rerun-2026-07-14,guide
SUBARU,RX,All variants,1985 to 1987,,,2138,,,,128,rerun-2026-07-14,guide
SUBARU,SHERPA,All variants,1982 to 1989,,,2382,,,,128,rerun-2026-07-14,guide
SUBARU,SKIWAGON,All variants,1987 to 1990,,,2384,,,,128,rerun-2026-07-14,guide
SUBARU,SKIWAGON,All variants,1988 to 1990,,,2384,,,,128,rerun-2026-07-14,guide
SUBARU,SPORTSWAGON,All variants,1987 to 1990,,,2384,,,,128,rerun-2026-07-14,guide
SUBARU,SUMMERWAGON,All variants,1989 to 1990,,,2384,,,,128,rerun-2026-07-14,guide
SUBARU,SVX,All variants,1992 to 1997,,,2543,,,,128,rerun-2026-07-14,guide
SUBARU,TRIBECA,3.0L,2006 to 2014,,,2544,,,,128,rerun-2026-07-14,guide
SUBARU,TRIBECA,3.6L,2006 to 2014,,,2544,,,,128,rerun-2026-07-14,guide
SUBARU,WRX,"STI, 2.5L",2014 onward,,,2544,4032,4032 is alternate fitment option.,,128,rerun-2026-07-14,guide
SUBARU,WRX,"WRX, 2.0L",2014 onward,,,2544,4032,4032 is alternate fitment option.,,128,rerun-2026-07-14,guide
SUBARU,XT,All variants,1985 to 1989,,,2384,,,,128,rerun-2026-07-14,guide
SUBARU,XV,All variants,2012 to 2019,,,,4032,"Stop Start, must use EFB.",,128,rerun-2026-07-14,guide
SUBARU,XV,"2.0L, Petrol",2020 onward,,,,4032,,,128,rerun-2026-07-14,guide
SUBARU,XV,Hybrid,2020 onward,,,2544,,"Dual batteries. 2544 starting battery on passenger side. Connect jumpstarter to 2544. Stop start battery on driver side, refer to OEM.",,128,rerun-2026-07-14,guide
SUZUKI,ALTO,All variants,1985 to 1989,,,2382,,,,128,rerun-2026-07-14,guide
SUZUKI,ALTO,All variants,1996 to 1999,,,2382,,,,128,rerun-2026-07-14,guide
SUZUKI,ALTO,GL,2009 onward,,,2383,,,,128,rerun-2026-07-14,guide
SUZUKI,APV,GD,2006 to 2012,,,2137,,,,128,rerun-2026-07-14,guide
SUZUKI,BALENO,All variants,1995 to 2001,,,2384,,,,128,rerun-2026-07-14,guide
SUZUKI,BALENO,"1.0L, Turbo, Petrol",2016 onward,,,2136,,,,128,rerun-2026-07-14,guide
SUZUKI,BALENO,"1.4L, Petrol",2016 onward,,,2384,,,,128,rerun-2026-07-14,guide
SUZUKI,CARRY,All variants,1976 to 1985,,,2384,,,,128,rerun-2026-07-14,guide
SUZUKI,CARRY,All variants,1999 to 2005,,,2384 2138,,,,128,rerun-2026-07-14,guide
SUZUKI,CELERIO,All variants,2015 onward,,,2138,,,,128,rerun-2026-07-14,guide
SUZUKI,GRAND VITARA,All variants,1998 to 2005,,2502,2544,,,,128,rerun-2026-07-14,guide
SUZUKI,GRAND VITARA,"JT, DDIS, Diesel",2005 onward,,4504,,5582,,,128,rerun-2026-07-14,guide
SUZUKI,GRAND VITARA,"JT, Petrol",2005 onward,,,2544,,,,128,rerun-2026-07-14,guide
SUZUKI,HATCH,All variants,1980 to 1985,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,IGNIS,All variants,2000 to 2005,,,2384,,,,129,rerun-2026-07-14,guide
SUZUKI,IGNIS,All variants,2016 onward,,,2138,,,,129,rerun-2026-07-14,guide
SUZUKI,JIMNY,"JX, JLX, Sport",1998 to 2008,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,JIMNY,Sierra,2008 to 2014,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,JIMNY,All variants,2015 to 2018,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,JIMNY,GJ,2018 onward,,,2138,,,,129,rerun-2026-07-14,guide
SUZUKI,KIZASHI,All variants,2010 onward,,4504,,4032,"2544 will not fit due to ledges, 4032 has no ledges, 4504 fits tray.",,129,rerun-2026-07-14,guide
SUZUKI,LIANA,All variants,2001 to 2007,,,2138,,,,129,rerun-2026-07-14,guide
SUZUKI,LJ50,All variants,1974 to 1978,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,LJ80,All variants,1977 to 1981,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,LJ81K,All variants,1978 to 1981,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,MIGHTY BOY,All variants,1985 to 1988,,,2382,,,,129,rerun-2026-07-14,guide
SUZUKI,R+,All variants,1997 to 1998,,,2134,,,,129,rerun-2026-07-14,guide
SUZUKI,S-CROSS,JY,2014 onward,,3372,,,,,129,rerun-2026-07-14,guide
SUZUKI,SIERRA,All variants,1981 to 2000,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,SK410,Truck,1985 to 1988,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,ST105,All variants,1975 to 1976,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,ST20K,All variants,1977 to 1978,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,ST80K,All variants,1978 to 1979,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,ST90V,All variants,1983 to 1985,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,SUPER,All variants,1985 to 1990,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,SWIFT,All variants,1984 to 2000,,,2383,,,,129,rerun-2026-07-14,guide
SUZUKI,SWIFT,EZ,2005 to 2011,,,2137,5511,Can fit 2138 with customer agreement.,,129,rerun-2026-07-14,guide
SUZUKI,SWIFT,"EZ, Sport",2005 to 2011,,,2137,5511,,,129,rerun-2026-07-14,guide
SUZUKI,SWIFT,FZ,2011 to 2016,,,2138 2384,,"Some fit 2138, some fit 2384.",,129,rerun-2026-07-14,guide
SUZUKI,SWIFT,"AL, AZ",2017 to 2019,,,2138,,,,129,rerun-2026-07-14,guide
SUZUKI,SWIFT,AZ Series 2,2020 onward,,,2138,,,,129,rerun-2026-07-14,guide
SUZUKI,SX4,GY,2007 onward,,,2137 2138,5511,,,129,rerun-2026-07-14,guide
SUZUKI,VITARA,4 Cyl,1988 to 1994,,2502,2544,,Check bonnet clearance.,,129,rerun-2026-07-14,guide
SUZUKI,VITARA,4 Cyl,1995 to 2000,,,2136,,Check bonnet clearance.,,129,rerun-2026-07-14,guide
SUZUKI,VITARA,V6,1995 to 2000,,,2136,,Check bonnet clearance.,,130,rerun-2026-07-14,guide
SUZUKI,VITARA,LY,2015 to 2018,,3372 5344,,,,,130,rerun-2026-07-14,guide
SUZUKI,VITARA,"LY, Series II",2019 onward,,3372 5344,,,,,130,rerun-2026-07-14,guide
SUZUKI,X-90,All variants,1996 to 1998,,,2384,,,,130,rerun-2026-07-14,guide
SUZUKI,XL-7,All variants,2001 to 2006,,,2544,,,,130,rerun-2026-07-14,guide
TATA,SAFARI,All variants,2000 to 2001,,4703,,5593,,,130,rerun-2026-07-14,guide
TATA,TELCOLINE,All variants,1996 to 2005,,4703,,5593,,,130,rerun-2026-07-14,guide
TATA,XENON,All variants,2009 onward,,4704,,5594,,,130,rerun-2026-07-14,guide
TESLA,MODEL S,All variants,2014 onward,,,,,Refer to OEM Dealer.,,130,rerun-2026-07-14,guide
TOYOTA,4 RUNNER,Diesel,1984 to 1989,,4503,,,Pickup body with cover.,,130,rerun-2026-07-14,guide
TOYOTA,4 RUNNER,Petrol,1984 to 1989,,,2384,,Pickup body with cover.,,130,rerun-2026-07-14,guide
TOYOTA,4 RUNNER,"2.4L, Petrol",1989 to 1996,,,2543,,Full body.,,130,rerun-2026-07-14,guide
TOYOTA,4 RUNNER,"3.0L, V6, Petrol",1989 to 1996,,4503,,,Full body.,,130,rerun-2026-07-14,guide
TOYOTA,4 RUNNER,Diesel,1989 to 1996,,4503,,,Full body.,,130,rerun-2026-07-14,guide
TOYOTA,86,All variants,2012 onward,,,2543,,,,130,rerun-2026-07-14,guide
TOYOTA,AURION,XV40,2006 to 2012,,,2544,4032,4032 is alternate fitment option.,,130,rerun-2026-07-14,guide
TOYOTA,AURION,XV50,2012 onward,,,2544,4032,4032 is alternate fitment option.,,130,rerun-2026-07-14,guide
TOYOTA,AVALON,All variants,2000 to 2006,,,2544,4032,4032 is alternate fitment option.,,130,rerun-2026-07-14,guide
TOYOTA,AVENSIS,2.0L,1998 to 2003,,,2136,,,,130,rerun-2026-07-14,guide
TOYOTA,AVENSIS,2.4L,2003 to 2010,,,2544,4032,4032 is alternate fitment option.,,130,rerun-2026-07-14,guide
TOYOTA,BLIZZARD,All variants,1982 to 1983,,,3882,,,,130,rerun-2026-07-14,guide
TOYOTA,BUNDERA,Diesel,1985 to 1991,,4703,,5593,,,130,rerun-2026-07-14,guide
TOYOTA,BUNDERA,Petrol,1985 to 1991,,4503,,,,,130,rerun-2026-07-14,guide
TOYOTA,CAMRY,V10,1982 to 1987,,,2134,,,,130,rerun-2026-07-14,guide
TOYOTA,CAMRY,V20,1986 to 1993,,,2382,,,,130,rerun-2026-07-14,guide
TOYOTA,C-HR,All variants,2017 onward,,3554,,,,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,"V20, V6 engine",1986 to 1993,,,2382,,,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,XV10 Wide body,1991 to 1997,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,"XV10, V6 engine",1991 to 1997,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,"XV20, 4cyl",1996 to 2002,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,"XV20, V6",1996 to 2002,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,"XV30, 4cyl",2001 to 2006,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,"XV30, V6",2001 to 2006,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,ACV40R,2006 to 2011,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,AHV40R Hybrid,2006 to 2011,,4503,,,Must use Club Assist Temperature Sensor Bracket.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,ASV50R,2011 to 2015,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,"AVV50R, Hybrid",2011 to 2015,,,2543,,Must use Club Assist Temperature Sensor Bracket.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,ASV50R,2015 to 2017,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,"AVV50R upgrade, Hybrid",2015 to 2017,,,2543,,No temperature sensor on this variant.,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,"ASV70R, 4cyl, 2.5L",2017 onward,,3554,,,,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,"AXVH71, HYBRID",2017 onward,,3554,,,,,131,rerun-2026-07-14,guide
TOYOTA,CAMRY,"GSV70R, V6, 3.5L",2017 onward,,3554,,,,,131,rerun-2026-07-14,guide
TOYOTA,CELICA,"A23, A30",1970 to 1977,,,2136,,,,131,rerun-2026-07-14,guide
TOYOTA,CELICA,"A40, A50",1977 to 1981,,,2136,,,,131,rerun-2026-07-14,guide
TOYOTA,CELICA,"A60, A65, A63",1981 to 1985,,,2382,,,,131,rerun-2026-07-14,guide
TOYOTA,CELICA,"T160, T162",1985 to 1989,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CELICA,T180,1990 to 1994,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CELICA,T200,1994 to 1999,,,2544,4032,4032 is alternate fitment option.,,131,rerun-2026-07-14,guide
TOYOTA,CELICA,T230,2000 to 2006,,,2136,,,,131,rerun-2026-07-14,guide
TOYOTA,COASTER,All variants,1990 onward,,4503 4504/5375,,,some fits 4503 some fits 5375.,,131,rerun-2026-07-14,guide
TOYOTA,COROLLA before 2007,AE71,1966 to 1985,,,2136,,,,131,rerun-2026-07-14,guide
TOYOTA,COROLLA before 2007,All variants,1966 to 1985,,,2136,,,,131,rerun-2026-07-14,guide
TOYOTA,COROLLA HATCH,"ZRE152R, Hatch",2007 to 2012,,,2136,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA HATCH,"ZRE182R, Petrol",2012 to 2017,,,2544,4032,4032 is alternate fitment option.,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA HATCH,"ZWE186R, Hybrid",2012 to 2017,,,,,Unique battery. Refer to OEM dealer.,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA HATCH,"MZEA12R, 2.0L, Petrol",2018 onward,,3554,,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA HATCH,"ZWE211R, 1.8L, Hybrid",2018 onward,,5344,,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA SEDAN,"ZRE152R, Sedan",2007 to 2014,,,2136,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA SEDAN,"ZRE153R, Ultima, Sedan",2007 to 2014,,,2136,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA SEDAN,"ZRE172R, 1.8L, Petrol",2014 to 2017,,,2136,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA SEDAN,"MZEA12R, 2.0L, Petrol",2019 onward,,3554,,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA SEDAN,"ZWE211R, 1.8L, Hybrid",2019 onward,,5344,,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA before 2007,KE,1966 to 1985,,,2136,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA before 2007,"AE80, AE82",1984 to 1989,,,2382,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA before 2007,"AE90, AE92, AE93, AE94, AE95",1988 to 1995,,,2134 2382,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA before 2007,"AE101, AE102",1994 to 1999,,,2134,,Top hold down bracket prevents higher battery from fitting.,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA before 2007,AE112R,1998 to 2001,,,2382 2384,,,,132,rerun-2026-07-14,guide
TOYOTA,COROLLA before 2007,"ZZE122R, ZZE123R",2001 to 2007,,,2382,,,,132,rerun-2026-07-14,guide
TOYOTA,CORONA,All variants,1964 to 1983,,,2134,,,,132,rerun-2026-07-14,guide
TOYOTA,CORONA,All variants,1984 to 1987,,,2382,,,,133,rerun-2026-07-14,guide
TOYOTA,CRESSIDA,All variants,1977 to 1983,,,2134,,,,133,rerun-2026-07-14,guide
TOYOTA,CRESSIDA,All variants,1983 to 1992,,,2544,4032,4032 is alternate fitment option.,,133,rerun-2026-07-14,guide
TOYOTA,CROWN,All variants,1963 to 1973,,,2134,,,,133,rerun-2026-07-14,guide
TOYOTA,CROWN,All variants,1974 to 1988,,2501,2541,,,,133,rerun-2026-07-14,guide
TOYOTA,DYNA,Diesel,1985 to 1995,,4703,,5593,,,133,rerun-2026-07-14,guide
TOYOTA,DYNA,Petrol,1985 to 1995,,,2543,,,,133,rerun-2026-07-14,guide
TOYOTA,DYNA,Diesel,1995 to 2005,,4703,,5593,,,133,rerun-2026-07-14,guide
TOYOTA,DYNA,Petrol,1995 to 2005,,,2543,,,,133,rerun-2026-07-14,guide
TOYOTA,ECHO,All variants,1999 to 2005,,,2135,,,,133,rerun-2026-07-14,guide
TOYOTA,FJ CRUISER,All variants,2011 onward,,4504,,5582,,,133,rerun-2026-07-14,guide
TOYOTA,FORTUNER,"156R, Diesel",2015 onward,,3664,,5536,,,133,rerun-2026-07-14,guide
TOYOTA,HIACE,All variants,1967 to 1977,,,2383,,,,133,rerun-2026-07-14,guide
TOYOTA,HIACE,Diesel,1977 to 1982,,4703,,5593,,,133,rerun-2026-07-14,guide
TOYOTA,HIACE,Petrol,1977 to 1982,,,2543,,,,133,rerun-2026-07-14,guide
TOYOTA,HIACE,Diesel,1983 to 1989,,4703,,5593,,,133,rerun-2026-07-14,guide
TOYOTA,HIACE,Petrol,1983 to 1989,,,2543,,,,133,rerun-2026-07-14,guide
TOYOTA,HIACE,Diesel,1989 to 2005,,4703,,5593,,,133,rerun-2026-07-14,guide
TOYOTA,HIACE,Petrol,1989 to 2005,,,2543,,,,133,rerun-2026-07-14,guide
TOYOTA,HIACE,Diesel,2005 to 2019,,4503 4703,,5593,"Some fit 4503, some fit 4703.",,133,rerun-2026-07-14,guide
TOYOTA,HIACE,Petrol,2005 to 2019,,,2543,,,,133,rerun-2026-07-14,guide
TOYOTA,HIACE,Diesel,2019 onward,,,,4044,Stop Start. Must use EFB.,,133,rerun-2026-07-14,guide
TOYOTA,HIACE,"Petrol, V6",2019 onward,,3664,,,,,133,rerun-2026-07-14,guide
TOYOTA,HILUX,"N50, N60, N70 Series Diesel",1983 to 1988,,,2543,,,,133,rerun-2026-07-14,guide
TOYOTA,HILUX,"N50, N60, N70 Series Petrol",1983 to 1988,,,2543,,,,133,rerun-2026-07-14,guide
TOYOTA,HILUX,"N80, N90, N100, N110 Series 1.8L Petrol",1988 to 1997,,,2383,,,,133,rerun-2026-07-14,guide
TOYOTA,HILUX,"N80, N90, N100, N110 Series 2.4L Petrol",1988 to 1997,,,2543,,,,133,rerun-2026-07-14,guide
TOYOTA,HILUX,"N80, N90, N100, N110 Series 2.8L Diesel",1988 to 1997,,4503,,,,,134,rerun-2026-07-14,guide
TOYOTA,HILUX,"N140, N150, N160, N170 Series 2.0L Petrol",1997 to 2005,,,2138,,,,134,rerun-2026-07-14,guide
TOYOTA,HILUX,"N140, N150, N160, N170 Series 2.7L Petrol",1997 to 2005,,,2544,4032,4032 is alternate fitment option.,,134,rerun-2026-07-14,guide
TOYOTA,HILUX,"N140, N150, N160, N170 Series 3.0L Diesel",1997 to 2005,,4503,,5582,Some variants require 2 batteries.,,134,rerun-2026-07-14,guide
TOYOTA,HILUX,"N140, N150, N160, N170 Series V6 Petrol",1997 to 2005,,,2544,4032,4032 is alternate fitment option.,,134,rerun-2026-07-14,guide
TOYOTA,HILUX,"N10, N20 Series Diesel",2005 to 2015,,4704,,5594,,,134,rerun-2026-07-14,guide
TOYOTA,HILUX,"N10, N20 Series Petrol, SR",2005 to 2015,,4504,,5582,,,134,rerun-2026-07-14,guide
TOYOTA,HILUX,"N10, N20 Series Petrol, Workmate",2005 to 2015,,,2544,4032,4032 is alternate fitment option.,,134,rerun-2026-07-14,guide
TOYOTA,HILUX,"N120, N130 Series Diesel",2015 to 2019,,3664,,5536,,,134,rerun-2026-07-14,guide
TOYOTA,HILUX,"N120, N130 Series Petrol, SR",2015 to 2019,,3664,,5536,,,134,rerun-2026-07-14,guide
TOYOTA,HILUX,"N120, N130 Series Petrol, Workmate",2015 to 2019,,3554,,5526,,,134,rerun-2026-07-14,guide
TOYOTA,HILUX,"N120, N130 Facelift, SR, Diesel",2020 onward,,3664,,5536,,,134,rerun-2026-07-14,guide
TOYOTA,KLUGER,MCU28R,2003 to 2007,,4504,,5582,,,134,rerun-2026-07-14,guide
TOYOTA,KLUGER,GSU40R,2007 to 2014,,4504,,5582,,,134,rerun-2026-07-14,guide
TOYOTA,KLUGER,GSU45R,2007 to 2014,,4504,,5582,,,134,rerun-2026-07-14,guide
TOYOTA,KLUGER,"GSU50R, V6, Petrol",2014 to 2018,,4504,,5582,,,134,rerun-2026-07-14,guide
TOYOTA,KLUGER,"GSU55R, V6, Petrol",2014 to 2018,,4504,,5582,,,134,rerun-2026-07-14,guide
TOYOTA,KLUGER,"Hybrid, 2.5L, Petrol",2020 onward,,3554,,,,,134,rerun-2026-07-14,guide
TOYOTA,KLUGER,"V6, 3.5L, Petrol",2020 onward,,,,4036,,,134,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"40 Series, 3.0L, 3.4L, 3.6L Diesel",1960 to 1984,,4704,,5594,,,134,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"40 Series, 3.9L Petrol",1960 to 1984,,4704,,5594,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"40 Series, 4.0L Diesel",1960 to 1984,,4704,,5594,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"40 Series, 4.2L Petrol",1960 to 1984,,4704,,5594,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"40 Series, Petrol",1960 to 1984,,4704,,5594,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"60 Series, Diesel",1985 to 1991,,4704,,5594,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"60 Series, Petrol",1985 to 1991,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,70 Series 5cyl Diesel,1985 to 1991,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"70 Series, 3.4L Diesel",1985 to 1991,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"70 Series, 4.0L Diesel",1985 to 1991,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"70 Series, 4.0L Petrol",1985 to 1991,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,70 Series 4.2L Diesel,1990 to 1999,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,70 Series 4.5L EFI Petrol,1990 to 1999,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"80 Series, 4.0L Petrol",1990 to 1999,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"80 Series, 4.5L Petrol",1990 to 1999,,4704,,5594,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"80 Series, Diesel",1990 to 1999,,4704,,5594,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"100 Series, 4.2L, Diesel",1998 to 2007,,4703 4704,,5593 5594,Requires 2 batteries (4703 and 4704).,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"100 Series, 4.7L V8 Petrol",1998 to 2007,,4504,,5582,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"105 Series, 4.2L, Diesel",1998 to 2007,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"105 Series, 4.5L 6cyl Petrol",1998 to 2007,,4503,,,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,70 Series 4.2L Diesel,1998 to 2007,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,70 Series 4.5L MPFI Petrol,1998 to 2007,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"200 Series, 4.6L Petrol",2007 to 2020,,4704,,5594,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"200 Series, 4.7L Petrol",2007 to 2020,,4703 4704,,5593 5594,Some variants require 2 batteries (4703 and 4704).,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"200 Series, 4500 V8, Diesel",2007 to 2020,,4503 4504/4704,,,Requires 2 batteries - (4503 and 4504). 2017 onward requires 1 x 4704.,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"70 Series, 4.5L V8 Diesel",2007 to 2020,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"70 Series, 4.5L V8 Diesel",2020 onward,,4703,,5593,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER,"J300 series, Twin Turbo, V6 Diesel",2020 onward,,,3772,,,,135,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,"Prado, J95, 2.7L, 4 Cyl, Petrol",1996 to 2002,,,2544,4032,4032 is alternate fitment option.,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,"Prado, J95, 3.0L, Diesel",1996 to 2002,,4704,,5594,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,"Prado, J95, 3.4L, V6, Petrol",1996 to 2002,,,2544,4032,4032 is alternate fitment option.,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,Prado J120 Diesel,2002 to 2009,,4704,,5594,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,Prado J120 Petrol,2002 to 2009,,4504,,5582,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,J150 Diesel,2009 to 2011,,4504,,5582,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,J150 Kakadu Diesel,2009 to 2011,,4704,,5594,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,"J155, 2 Door, Diesel",2009 to 2011,,4504,,5582,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,Prado J150 Kakadu Petrol,2009 to 2011,,4504,,5582,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,Prado J150 Petrol,2009 to 2011,,4504,,5582,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,"J155 upgrade, 2 Door, Diesel",2011 onward,,4504,,5582,,,136,rerun-2026-07-14,guide
