make,model,variant,year,heavy_duty_part,extra_heavy_duty_part,premium_part,agm_efb_part,comments,reg_required,page,provenance,confidence
MAZDA,CX-7,ER 2.3L 2.5L Petrol,2006 to 2012,,2502,2542,5556,,,83,original-transcription,guide
MAZDA,CX-7,ER 2.2L Diesel,2009 to 2012,,3664,3884,5566,,,83,original-transcription,guide
MAZDA,CX-8,KG 2.2L Diesel,2018 onward,,,,4036,Stop Start; must use EFB (T110).,Yes,83,original-transcription,guide
MAZDA,CX-9,TB 3.7L V6 Petrol,2007 to 2016,,2502,2542,5556,,,83,original-transcription,guide
MAZDA,CX-9,TC 2.5L Turbo Petrol,2016 onward,,,,4026,Stop Start; must use EFB (Q85).,Yes,83,original-transcription,guide
MAZDA,E1600,All variants,1972 to 1984,,5375,,2382,,,83,original-transcription,guide
MAZDA,E2000,All variants,1979 to 2003,,5375,,2542,,,83,original-transcription,guide
MAZDA,E2500,Diesel,1996 to 2003,,4703,,2543,,,83,original-transcription,guide
MAZDA,MAZDA2,DY 1.5L,2002 to 2007,,,,2383,,,83,original-transcription,guide
MAZDA,MAZDA2,DE 1.5L,2007 to 2014,,,,2383,,,83,original-transcription,guide
MAZDA,MAZDA2,DJ 1.5L Petrol,2014 onward,,,4020,,Stop Start; must use EFB (K42). Battery has vent tube.,Yes,83,original-transcription,guide
MAZDA,MAZDA3,BK 2.0L 2.3L,2004 to 2009,,3554,2544,5526,,,83,original-transcription,guide
MAZDA,MAZDA3,BL 2.0L 2.5L,2009 to 2014,,3554,2544,5526,,,83,original-transcription,guide
MAZDA,MAZDA3,BM BN 2.0L 2.5L Petrol,2014 to 2019,,,,4026,Stop Start; must use EFB (Q85). Battery has vent tube.,Yes,84,original-transcription,guide
MAZDA,MAZDA3,BP 2.0L 2.5L Petrol,2019 onward,,,,4026,Stop Start; must use EFB (Q85). M Hybrid variants refer to OEM.,Yes,84,original-transcription,guide
MAZDA,MAZDA6,GG GY 2.3L,2002 to 2008,,3554,2544,5526,,,84,original-transcription,guide
MAZDA,MAZDA6,GH 2.5L Petrol,2008 to 2012,,3554,2544,5526,,,84,original-transcription,guide
MAZDA,MAZDA6,GH 2.2L Diesel,2009 to 2012,,3664,3884,5536,,,84,original-transcription,guide
MAZDA,MAZDA6,GJ GL 2.5L Petrol,2012 onward,,,,4026,Stop Start; must use EFB (Q85).,Yes,84,original-transcription,guide
MAZDA,MAZDA6,GJ GL 2.2L Diesel,2012 onward,,,,4036,Stop Start; must use EFB (T110).,Yes,84,original-transcription,guide
MAZDA,MPV,LV 3.0L V6,1993 to 1999,,2502,,2542,,,84,original-transcription,guide
MAZDA,MPV,LW 2.5L 3.0L V6,1999 to 2006,,2502,,2542,,,84,original-transcription,guide
MAZDA,MX-5,NA 1.6L 1.8L,1989 to 1997,,,,2384,Battery in boot.,,84,original-transcription,guide
MAZDA,MX-5,NB 1.6L 1.8L,1998 to 2005,,,,2384,Battery in boot.,,84,original-transcription,guide
MAZDA,MX-5,NC 2.0L,2005 to 2014,,,,2136,,,84,original-transcription,guide
MAZDA,MX-5,ND 1.5L 2.0L,2015 onward,,,2384,,Battery in boot. Special small battery some variants - refer to OEM.,,84,original-transcription,guide
MAZDA,MX-6,GD Turbo,1987 to 1991,,2502,,2542,,,84,original-transcription,guide
MAZDA,MX-6,GE 2.5L V6,1991 to 1997,,2502,,2544,,,84,original-transcription,guide
MAZDA,PREMACY,All variants,2001 to 2003,,5375,,2544,,,84,original-transcription,guide
MAZDA,RX-2,All variants,1970 to 1978,,5375,,2382,,,84,original-transcription,guide
MAZDA,RX-3,All variants,1972 to 1978,,5375,,2382,,,84,original-transcription,guide
MAZDA,RX-4,All variants,1973 to 1979,,5375,,2382,,,84,original-transcription,guide
MAZDA,RX-7,Series 1 2 3,1979 to 1985,,5375,,2382,,,84,original-transcription,guide
MAZDA,RX-7,Series 4 5,1986 to 1991,,2502,,2542,,,84,original-transcription,guide
MAZDA,RX-7,Series 6 7 8,1992 to 2002,,,,2544,,,85,original-transcription,guide
MAZDA,RX-8,All variants,2003 to 2011,,,,2544,Battery in boot on some variants.,,85,original-transcription,guide
MAZDA,T4600,All variants,1996 to 2000,,4862,,,Requires 2 batteries.,,85,original-transcription,guide
MAZDA,TRIBUTE,All variants,2001 to 2008,,4504,3552,5582,,,85,original-transcription,guide
MCLAREN,540C 570S 570GT,All variants,2015 onward,,,,5526,Refer to Workshop. Lithium option available from OEM.,Yes,85,original-transcription,guide
MCLAREN,650S 675LT,All variants,2014 to 2017,,,,5526,Refer to Workshop.,Yes,85,original-transcription,guide
MCLAREN,720S,All variants,2017 onward,,,,5526,Refer to Workshop.,Yes,85,original-transcription,guide
MERCEDES BENZ,180,W120,1960 to 1962,,2501,,2541,,,86,original-transcription,guide
MERCEDES BENZ,190,W121 W201,1960 to 1993,,3554,3552,5526,,,86,original-transcription,guide
MERCEDES BENZ,190E,W201 2.0L 2.3L 2.6L,1984 to 1993,,3554,3552,5526,,,86,original-transcription,guide
MERCEDES BENZ,200,W110 W115 W123,1965 to 1985,,3554,3552,5526,,,86,original-transcription,guide
MERCEDES BENZ,220,W111 W115,1960 to 1976,,3554,3552,5526,,,86,original-transcription,guide
MERCEDES BENZ,230,W114 W123,1968 to 1985,,3554,3552,5526,,,86,original-transcription,guide
MERCEDES BENZ,230E,W123 W124,1980 to 1992,,3554,3552,5536,,,86,original-transcription,guide
MERCEDES BENZ,240D,W115 W123,1974 to 1985,,3664,3662,5536,,,86,original-transcription,guide
MERCEDES BENZ,250,W114 W123,1968 to 1985,,3554,3552,5526,,,86,original-transcription,guide
MERCEDES BENZ,260E,W124,1986 to 1992,,3664,3662,5536,,,86,original-transcription,guide
MERCEDES BENZ,280,W108 W114 W116 W123,1968 to 1985,,3664,3662,5536,,,86,original-transcription,guide
MERCEDES BENZ,280E,W114 W123 W124,1972 to 1992,,3664,3662,5536,,,86,original-transcription,guide
MERCEDES BENZ,300D,W123 W124,1976 to 1993,,3664,3662,5536,,,86,original-transcription,guide
MERCEDES BENZ,300E,W124,1986 to 1993,,3664,3662,5536,,,86,original-transcription,guide
MERCEDES BENZ,300SE,W108 W126 W140,1966 to 1993,,3888,3884,5566,,,86,original-transcription,guide
MERCEDES BENZ,300SEL,W109 W126,1966 to 1991,,3888,3884,5566,,,86,original-transcription,guide
MERCEDES BENZ,300SL,R129,1990 to 1993,,3664,3662,5536,Battery under rear seat.,,86,original-transcription,guide
MERCEDES BENZ,320CE,W124,1992 to 1993,,3664,3662,5536,,,86,original-transcription,guide
MERCEDES BENZ,350SE,W116,1973 to 1980,,3888,3884,5566,,,86,original-transcription,guide
MERCEDES BENZ,380SE,W126,1980 to 1985,,3888,3884,5566,,,87,original-transcription,guide
MERCEDES BENZ,420SE,W126,1986 to 1991,,3888,3884,5566,,,87,original-transcription,guide
MERCEDES BENZ,450SE,W116,1973 to 1980,,3888,3884,5566,,,87,original-transcription,guide
MERCEDES BENZ,500SE,W126 W140,1980 to 1998,,3888,3884,5566,,,87,original-transcription,guide
MERCEDES BENZ,560SEL,W126,1986 to 1991,,3888,3884,5566,,,87,original-transcription,guide
MERCEDES BENZ,600,W100,1964 to 1981,,3888,3884,5566,,,87,original-transcription,guide
MERCEDES BENZ,A-CLASS,W168 A140 A160 A190,1998 to 2004,,3554,3552,5526,Battery under floor front passenger seat.,,87,original-transcription,guide
MERCEDES BENZ,A-CLASS,W169 A150 A170 A200,2004 to 2012,,3554,3552,5526,Battery in engine bay.,,87,original-transcription,guide
MERCEDES BENZ,A-CLASS,W176 A180 A200 A250 A45,2012 to 2018,,,,5556,Stop Start; must use AGM. Auxiliary battery on some variants.,Yes,87,original-transcription,guide
MERCEDES BENZ,A-CLASS,W177 A180 A200 A250 A35 A45,2018 onward,,,,5556,Stop Start; must use AGM. Auxiliary battery on some variants.,Yes,87,original-transcription,guide
MERCEDES BENZ,B-CLASS,W245 B180 B200,2005 to 2011,,3554,3552,5526,,,87,original-transcription,guide
MERCEDES BENZ,B-CLASS,W246 B180 B200 B250,2012 to 2018,,,,5556,Stop Start; must use AGM.,Yes,87,original-transcription,guide
MERCEDES BENZ,C-CLASS,W202 C180 C200 C220 C240 C280,1994 to 2000,,3664,3662,5536,,,87,original-transcription,guide
MERCEDES BENZ,C-CLASS,W203 C180 C200 C220 C240 C320,2000 to 2007,,3664,3884,5556,Battery in boot on some variants.,,87,original-transcription,guide
MERCEDES BENZ,C-CLASS,W204 C200 C220 C250 C300 C350,2007 to 2014,,,3888,5566,Stop Start variants must use AGM.,Yes,87,original-transcription,guide
MERCEDES BENZ,C-CLASS,W204 C63 AMG,2011 to 2014,,,3888,5566,Stop Start variants must use AGM.,Yes,87,original-transcription,guide
MERCEDES BENZ,C-CLASS,W205 C200 C250 C300,2014 to 2021,,,,5566,Must use AGM. Auxiliary battery (8515) in engine bay.,Yes,88,original-transcription,guide
MERCEDES BENZ,C-CLASS,W205 C43 C63 AMG,2015 to 2021,,,,5566,Must use AGM. Auxiliary battery (8515) in engine bay.,Yes,88,original-transcription,guide
MERCEDES BENZ,C-CLASS,W206 C200 C300,2021 onward,,,,5566,Must use AGM. MHEV - refer to OEM.,Yes,88,original-transcription,guide
MERCEDES BENZ,CL-CLASS,C215 CL500 CL55,1999 to 2006,,,3888,5566,Must use AGM.,Yes,88,original-transcription,guide
MERCEDES BENZ,CL-CLASS,C216 CL500 CL63,2006 to 2014,,,3888,5566,Must use AGM. Auxiliary battery in engine bay.,Yes,88,original-transcription,guide
MERCEDES BENZ,CLA-CLASS,C117 CLA180 CLA200 CLA250 CLA45,2013 to 2019,,,,5556,Stop Start; must use AGM.,Yes,88,original-transcription,guide
MERCEDES BENZ,CLA-CLASS,C118 CLA200 CLA250 CLA45,2019 onward,,,,5556,Stop Start; must use AGM.,Yes,88,original-transcription,guide
MERCEDES BENZ,CLC-CLASS,CL203 CLC200,2008 to 2011,,3664,3884,5556,Battery in boot.,,88,original-transcription,guide
MERCEDES BENZ,CLK-CLASS,C208 CLK200 CLK230 CLK320,1997 to 2003,,3664,3884,5556,,,88,original-transcription,guide
MERCEDES BENZ,CLK-CLASS,C209 CLK200 CLK280 CLK350 CLK500,2003 to 2010,,3664,3884,5556,Battery in boot.,,88,original-transcription,guide
MERCEDES BENZ,CLS-CLASS,C219 CLS350 CLS500 CLS55 CLS63,2005 to 2011,,,3888,5566,Must use AGM.,Yes,88,original-transcription,guide
MERCEDES BENZ,CLS-CLASS,C218 CLS250 CLS350 CLS500 CLS63,2011 to 2018,,,,5566,Must use AGM. Auxiliary battery (8515).,Yes,88,original-transcription,guide
MERCEDES BENZ,E-CLASS,W124 E220 E280 E320,1993 to 1996,,3664,3662,5536,,,88,original-transcription,guide
MERCEDES BENZ,E-CLASS,W210 E200 E230 E240 E280 E320 E430,1996 to 2002,,3888,3884,5566,,,88,original-transcription,guide
MERCEDES BENZ,E-CLASS,W211 E200 E240 E280 E320 E350 E500,2002 to 2009,,,3888,5566,Must use AGM on SBC brake variants. Battery in boot plus auxiliary in engine bay.,Yes,88,original-transcription,guide
MERCEDES BENZ,E-CLASS,W212 E200 E250 E300 E350 E400 E500 E63,2009 to 2016,,,,5566,Stop Start; must use AGM. Auxiliary battery (8515).,Yes,88,original-transcription,guide
MERCEDES BENZ,E-CLASS,W213 E200 E220d E300 E350 E400 E43 E63,2016 onward,,,,5566,Must use AGM. Auxiliary battery (8515). MHEV variants refer to OEM.,Yes,89,original-transcription,guide
MERCEDES BENZ,G-CLASS,W463 G300 G350 G500 G55 G63,1990 onward,,,3888,5566,Must use AGM.,Yes,89,original-transcription,guide
MERCEDES BENZ,GL-CLASS,X164 GL320 GL420 GL500,2006 to 2012,,,3888,5566,Must use AGM.,Yes,89,original-transcription,guide
MERCEDES BENZ,GL-CLASS,X166 GL350 GL500 GL63,2012 to 2016,,,,5566,Must use AGM. Auxiliary battery (8515).,Yes,89,original-transcription,guide
MERCEDES BENZ,GLA-CLASS,X156 GLA180 GLA200 GLA250 GLA45,2014 to 2020,,,,5556,Stop Start; must use AGM.,Yes,89,original-transcription,guide
MERCEDES BENZ,GLA-CLASS,H247 GLA200 GLA250 GLA35 GLA45,2020 onward,,,,5556,Stop Start; must use AGM.,Yes,89,original-transcription,guide
MERCEDES BENZ,GLB-CLASS,X247 GLB200 GLB250 GLB35,2020 onward,,,,5556,Stop Start; must use AGM.,Yes,89,original-transcription,guide
MERCEDES BENZ,GLC-CLASS,X253 GLC200 GLC250 GLC300 GLC43 GLC63,2015 onward,,,,5566,Must use AGM. Auxiliary battery (8515).,Yes,89,original-transcription,guide
MERCEDES BENZ,GLE-CLASS,W166 GLE250 GLE350 GLE400 GLE43 GLE63,2015 to 2019,,,,5566,Must use AGM. Auxiliary battery (8515).,Yes,89,original-transcription,guide
MERCEDES BENZ,GLE-CLASS,V167 GLE300 GLE400 GLE450 GLE53,2019 onward,,,,5566,Must use AGM. MHEV - refer to OEM.,Yes,89,original-transcription,guide
MERCEDES BENZ,GLS-CLASS,X166 GLS350 GLS500 GLS63,2016 to 2019,,,,5566,Must use AGM. Auxiliary battery (8515).,Yes,89,original-transcription,guide
MERCEDES BENZ,GLS-CLASS,X167 GLS400 GLS450 GLS580,2019 onward,,,,5566,Must use AGM. MHEV - refer to OEM.,Yes,89,original-transcription,guide
MERCEDES BENZ,M-CLASS,W163 ML270 ML320 ML350 ML430 ML55,1998 to 2005,,3888,3884,5566,,,89,original-transcription,guide
MERCEDES BENZ,M-CLASS,W164 ML280 ML320 ML350 ML500 ML63,2005 to 2011,,,3888,5566,Must use AGM.,Yes,89,original-transcription,guide
MERCEDES BENZ,M-CLASS,W166 ML250 ML350 ML400 ML500 ML63,2011 to 2015,,,,5566,Must use AGM. Auxiliary battery (8515).,Yes,89,original-transcription,guide
MERCEDES BENZ,S-CLASS,W116 W126,1973 to 1991,,3888,3884,5566,,,90,original-transcription,guide
MERCEDES BENZ,S-CLASS,W140 S280 S320 S420 S500 S600,1991 to 1998,,3888,3884,5566,,,90,original-transcription,guide
MERCEDES BENZ,S-CLASS,W220 S320 S350 S430 S500 S600,1998 to 2005,,,3888,5566,Must use AGM.,Yes,90,original-transcription,guide
MERCEDES BENZ,S-CLASS,W221 S350 S450 S500 S600 S63,2005 to 2013,,,3888,5566,Must use AGM. Auxiliary battery in boot.,Yes,90,original-transcription,guide
MERCEDES BENZ,S-CLASS,W222 S350 S400 S500 S560 S63,2013 to 2020,,,,5566,Must use AGM. Auxiliary battery (8515).,Yes,90,original-transcription,guide
MERCEDES BENZ,S-CLASS,W223 S450 S500 S580,2020 onward,,,,5566,Must use AGM. MHEV - refer to OEM.,Yes,90,original-transcription,guide
MERCEDES BENZ,SL-CLASS,R107 280SL 380SL 450SL 500SL,1971 to 1989,,3664,3662,5536,,,90,original-transcription,guide
MERCEDES BENZ,SL-CLASS,R129 SL280 SL320 SL500 SL600,1989 to 2002,,3888,3884,5566,Battery under rear seat.,,90,original-transcription,guide
MERCEDES BENZ,SL-CLASS,R230 SL350 SL500 SL55 SL600 SL63,2002 to 2012,,,3888,5566,Must use AGM on SBC brake variants.,Yes,90,original-transcription,guide
MERCEDES BENZ,SL-CLASS,R231 SL400 SL500 SL63,2012 onward,,,,5566,Must use AGM. Auxiliary battery (8515).,Yes,90,original-transcription,guide
MERCEDES BENZ,SLC-CLASS,R172 SLC180 SLC200 SLC300 SLC43,2016 onward,,,,5556,Stop Start; must use AGM.,Yes,90,original-transcription,guide
MERCEDES BENZ,SLK-CLASS,R170 SLK200 SLK230 SLK320,1997 to 2004,,3554,3552,5526,,,90,original-transcription,guide
MERCEDES BENZ,SLK-CLASS,R171 SLK200 SLK280 SLK350 SLK55,2004 to 2011,,3664,3884,5556,,,90,original-transcription,guide
MERCEDES BENZ,SLK-CLASS,R172 SLK200 SLK250 SLK350 SLK55,2011 to 2016,,,,5556,Stop Start; must use AGM.,Yes,90,original-transcription,guide
MERCEDES BENZ,SPRINTER,W901-W905 All variants,1998 to 2006,,4501,3884,5594,,,90,original-transcription,guide
MERCEDES BENZ,SPRINTER,W906 All variants,2006 to 2018,,,3888,5594,Battery under driver floor.,,90,original-transcription,guide
MERCEDES BENZ,SPRINTER,W907 W910 All variants,2018 onward,,,,5594,Must use AGM. Battery under driver floor.,Yes,91,original-transcription,guide
MERCEDES BENZ,V-CLASS,W638 V230 V280,1997 to 2004,,4501,3884,5594,,,91,original-transcription,guide
MERCEDES BENZ,V-CLASS,W639 VIANO,2004 to 2015,,,3888,5566,,,91,original-transcription,guide
MERCEDES BENZ,V-CLASS,W447 V220d V250,2015 onward,,,,5566,Must use AGM.,Yes,91,original-transcription,guide
MERCEDES BENZ,VITO,W638 108 110 112 113,1998 to 2004,,4501,3884,5594,,,91,original-transcription,guide
MERCEDES BENZ,VITO,W639 109 111 115 119 120,2004 to 2015,,,3888,5566,,,91,original-transcription,guide
MERCEDES BENZ,VITO,W447 111 114 116 119,2015 onward,,,,5566,Must use AGM.,Yes,91,original-transcription,guide
MERCEDES BENZ,X-CLASS,470 X220d X250d X350d,2018 to 2020,,,,5556,Stop Start; must use AGM.,Yes,91,original-transcription,guide
MG,HS,AS23 1.5T 2.0T,2019 onward,,,3664,5536,,,91,original-transcription,guide
MG,MG TF,All variants,2002 to 2005,,,,2384,Battery in boot.,,91,original-transcription,guide
MG,MG3,SZP1 1.5L,2016 onward,,3374,,,,,91,original-transcription,guide
MG,MG6,IP2X 1.8L Turbo,2013 to 2016,,,3554,5526,,,91,original-transcription,guide
MG,MGA,All variants,1960 to 1962,,6603,,,Positive earth system on some variants.,,91,original-transcription,guide
MG,MGB,All variants,1962 to 1980,,6612,,,Positive earth on early variants. 2 x 6 volt batteries on some.,,91,original-transcription,guide
MG,MGF,All variants,1997 to 2002,,,,2384,Battery in boot.,,91,original-transcription,guide
MG,MIDGET,All variants,1961 to 1979,,6603,,,Positive earth system on some variants.,,91,original-transcription,guide
MG,ZS,AZS1 1.5L 1.0T,2017 onward,,,3554,5526,,,91,original-transcription,guide
MG,ZS EV,AZS1 EV,2020 onward,,,,5526,12V auxiliary battery. Refer to OEM before disconnecting.,Yes,91,original-transcription,guide
MINI,CLUBMAN,R55 1.6L,2008 to 2014,,3554,3552,5536,Stop Start variants must use AGM.,Yes,92,original-transcription,guide
MINI,CLUBMAN,F54 1.5L 2.0L,2015 onward,,,,5556,Stop Start; must use AGM.,Yes,92,original-transcription,guide
MINI,COOPER,R50 R53 1.6L,2002 to 2006,,3554,3552,5526,,,92,original-transcription,guide
MINI,COOPER,R56 1.6L,2007 to 2013,,3554,3552,5536,Stop Start variants must use AGM.,Yes,92,original-transcription,guide
MINI,COOPER,F55 F56 1.5L 2.0L,2014 onward,,,,5536,Stop Start; must use AGM.,Yes,92,original-transcription,guide
MINI,COOPER S,R53 R56 1.6L,2002 to 2013,,3554,3552,5536,Stop Start variants must use AGM.,Yes,92,original-transcription,guide
MINI,COOPER S,F55 F56 2.0L,2014 onward,,,,5536,Stop Start; must use AGM.,Yes,92,original-transcription,guide
MINI,COUNTRYMAN,R60 1.6L 2.0L,2011 to 2016,,,,5536,Stop Start; must use AGM.,Yes,92,original-transcription,guide
MINI,COUNTRYMAN,F60 1.5L 2.0L,2017 onward,,,,5556,Stop Start; must use AGM.,Yes,92,original-transcription,guide
MITSUBISHI,3000GT,All variants,1992 to 1997,,2502,,2544,,,92,original-transcription,guide
MITSUBISHI,380,DB All variants,2005 to 2008,,2502,,2542,,,92,original-transcription,guide
MITSUBISHI,ASX,XA XB 2.0L Petrol,2010 to 2016,,,2136,4026,Stop Start variants must use EFB.,,92,original-transcription,guide
MITSUBISHI,ASX,XA XB 1.8L Diesel,2010 to 2016,,3664,,3884,,,92,original-transcription,guide
MITSUBISHI,ASX,XC XD 2.0L 2.4L Petrol,2016 onward,,,2136,4026,Stop Start variants must use EFB.,,92,original-transcription,guide
MITSUBISHI,CANTER,All variants,1980 to 1995,,4862,,,Requires 2 batteries.,,92,original-transcription,guide
MITSUBISHI,CHALLENGER,PA 3.0L V6,1998 to 2006,,4704,2544,5594,,,92,original-transcription,guide
MITSUBISHI,CHALLENGER,PB PC 2.5L Diesel,2009 to 2015,,4704,3884,5594,,,92,original-transcription,guide
MITSUBISHI,COLT,RB RC RD RE,1982 to 1990,,5375,,2382,,,92,original-transcription,guide
MITSUBISHI,COLT,RG 1.5L,2004 to 2011,,,,2383,,,93,original-transcription,guide
MITSUBISHI,CORDIA,All variants,1983 to 1987,,5375,,2382,,,93,original-transcription,guide
MITSUBISHI,DELICA,All variants,1994 to 2004,,4704,,2544,Grey import - verify battery size before ordering.,,93,original-transcription,guide
MITSUBISHI,ECLIPSE CROSS,YA 1.5L Turbo,2017 onward,,,,4026,Stop Start; must use EFB.,Yes,93,original-transcription,guide
MITSUBISHI,EXPRESS,SF SG SH SJ 2.0L 2.4L Petrol,1986 to 2004,,2502,,2542,,,93,original-transcription,guide
MITSUBISHI,EXPRESS,WA 2.4L Petrol,1994 to 2005,,2502,,2542,,,93,original-transcription,guide
MITSUBISHI,EXPRESS,GEN3 1.6L 2.0L Diesel,2020 onward,,,,4044,Stop Start; must use EFB.,Yes,93,original-transcription,guide
MITSUBISHI,FTO,All variants,1994 to 2000,,,,2544,Grey import.,,93,original-transcription,guide
MITSUBISHI,GALANT,All variants,1972 to 1996,,5375,,2382,,,93,original-transcription,guide
MITSUBISHI,GRANDIS,BA 2.4L,2004 to 2010,,,,2544,,,93,original-transcription,guide
MITSUBISHI,LANCER,LA LB LC,1974 to 1988,,5375,,2382,,,93,original-transcription,guide
MITSUBISHI,LANCER,CC CE 1.5L 1.8L,1992 to 2002,,,,2544,,,93,original-transcription,guide
MITSUBISHI,LANCER,CG CH 2.0L 2.4L,2002 to 2007,,,,2544,,,93,original-transcription,guide
MITSUBISHI,LANCER,CJ CF 2.0L 2.4L,2007 to 2017,,3554,2544,5526,,,93,original-transcription,guide
MITSUBISHI,LANCER EVOLUTION,CT9A CZ4A,2001 to 2016,,3554,2544,5526,,,93,original-transcription,guide
MITSUBISHI,MAGNA,TM TN TP 2.6L,1985 to 1991,,2501,,2541,,,93,original-transcription,guide
MITSUBISHI,MAGNA,TR TS 2.6L 3.0L,1991 to 1996,,2502,,2542,,,93,original-transcription,guide
MITSUBISHI,MAGNA,TE TF TH TJ TL TW 3.0L 3.5L,1996 to 2005,,2502,,2542,,,93,original-transcription,guide
MITSUBISHI,MIRAGE,CE 1.5L,1996 to 2003,,,,2544,,,93,original-transcription,guide
MITSUBISHI,MIRAGE,LA LB 1.2L,2012 onward,,,,2383,,,93,original-transcription,guide
