claim_id,make,model,series,year_from,year_to,engine_trim,fuel,stop_start,battery_type,source_code,standard_code,terminal_layout,cca_min,source_guide,source_year,confidence,notes
SC2019-0650,HOLDEN HSV,"Clubsport, Maloo, Sentor, XU6",,2011,,,,,,MF66H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0651,HOLDEN HSV,"Grange LS2, LS3",,2006,2007,,,,,MF66H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0652,HOLDEN HSV,GTS LS2,,2006,2008,,,,,MF66H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0653,HOLDEN HSV,SV6,,2005,2006,,,,,MF53,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0654,HOLDEN HSV,GTO,,2002,2005,,,,,MF53,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0655,HONDA,Accord - Euro (Japan),,2002,,,,,,MF55B24LS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0656,HONDA,Accord - Euro (Japan),,2000,2002,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0657,HONDA,Accord - 3.5L V6,,2008,,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0658,HONDA,Accord - V6,,2003,2008,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0659,HONDA,Accord - V6,,1997,2003,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0660,HONDA,Accord - 2.4L Vti,,2008,,,,,,MF55B24LS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0661,HONDA,Accord - 4Cyl,,1993,2003,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0662,HONDA,Accord - 4Cyl,,1986,1993,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0663,HONDA,Accord - 4Cyl,,1977,1986,,,,,MF40B20ZAL,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0664,HONDA,Accord - Wagon (Aerodeck),,1991,1994,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0665,HONDA,City,,2009,,,,,,MF40B20L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0666,HONDA,City,,1986,1994,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0667,HONDA,Civic - Hybrid,,2004,,,,,,MF40B20L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0668,HONDA,Civic - 4DR Hatch (Great Britain),,2012,,,,,,MF55H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0669,HONDA,Civic,,2006,,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0670,HONDA,Civic,,2000,2005,,,,,MF55B24LS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0671,HONDA,Civic,,1985,2005,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0672,HONDA,Civic,,1973,1978,,,,,MF40B20L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0673,HONDA,Concerto 5DR,,1988,1992,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0674,HONDA,CR-V,,2002,,,,,,MF55B24LS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0675,HONDA,CR-V,,1995,2001,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0676,HONDA,CR-V Diesel,,2014,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0677,HONDA,CRX,,1987,,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0678,HONDA,CR-Z,,2011,,,,,,MF40B20L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0679,HONDA,"HRV, HRV SPORT",,1998,,,,,,MF55B24LS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0680,HONDA,Integra,,2001,2007,,,,,MF55B24LS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0681,HONDA,Integra,,1994,2001,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0682,HONDA,Integra,,1989,1993,,,,,MF75D23R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0683,HONDA,Integra,,1985,1988,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0684,HONDA,Insight,,2010,2014,,,,,MF40B20L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0685,HONDA,Jazz,,2003,,,,,,MF40B20L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0686,HONDA,Legend - 4DR and Coupe,,1991,2007,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0687,HONDA,Legend - 4DR and Coupe,,1986,1990,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0688,HONDA,"MDX, MDX 4X4",,2003,2006,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0689,HONDA,NSX - MT and AT,,1995,2005,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0690,HONDA,NSX - MT,,1990,1995,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0691,HONDA,NSX - AT,,1990,1995,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0692,HONDA,Odyssey - L4,,2000,2014,,,,,MF55B24LS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0693,HONDA,Odyssey - V6,,2000,,,,,,MF75D23R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0694,HONDA,Odyssey Petrol,,2007,2009,,,,,MF55B24LS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0695,HONDA,Odyssey,,1994,1999,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0696,HONDA,Prelude - BB6,,1998,2002,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0697,HONDA,Prelude - BB5,,1997,2002,,,,,MF55B24LS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0698,HONDA,Prelude - 4WS ALL,,1985,1996,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0699,HONDA,Prelude - SI,,1991,1996,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0700,HONDA,Prelude - VTiR,,1991,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0701,HONDA,S2000,,1999,,,,,,MF55B24LS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0702,HONDA,Shuttle,,1998,,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0703,HUMMER,Most Models,,1997,1998,,,,,MF78DT,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0704,HUMMER,H2 Luxury SUV,,2003,,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0705,HUMMER,"H3, H3 Adventure, H3 Luxury",,2007,,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0706,HYUNDAI,Accent,,2000,2005,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0707,HYUNDAI,Accent,,2006,,,,,,MF52,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0708,HYUNDAI,Accent,,2011,,,,,,MF50D20L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0709,HYUNDAI,RB Accent Diesel,,2011,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0710,HYUNDAI,Coupe,,1996,2002,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0711,HYUNDAI,Elantra,,2000,2005,,,,,MF52,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0712,HYUNDAI,Elantra,,2006,2011,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0713,HYUNDAI,Elantra,,2012,,,,,,MF55H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0714,HYUNDAI,Excel,,1986,1987,,,,,MF40B20ZAL,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0715,HYUNDAI,Excel,,1996,2000,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0716,HYUNDAI,Excel - GS (move clamp),,1988,1995,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0717,HYUNDAI,Getz,,2002,,,,,,MF44,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0718,HYUNDAI,Grandeur - Diesel,,2006,,,,,,MF95D31L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0719,HYUNDAI,Grandeur,,1999,2003,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0720,HYUNDAI,Grandeur,,2006,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0721,HYUNDAI,Grandeur XG,,1999,2003,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0722,HYUNDAI,H1/Starex,,2007,2012,,,,,MF95D31R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0723,HYUNDAI,i20,,2010,,,,,,MF50D20L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0724,HYUNDAI,i30 - Hatch Active/Elite/Premium 1.8 Ltr. Diesel,,2012,,,,,,MF66H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0725,HYUNDAI,i30 - Hatch Active/Elite/Premium 1.8 Ltr. Petrol,,2012,,,,,,MF55H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0726,HYUNDAI,i30,,2007,2011,,,,,MF53,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0727,HYUNDAI,i30 - Diesel,,2008,2011,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0728,HYUNDAI,i30 - CW,,2009,2011,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0729,HYUNDAI,i40 1.7 Turbo Diesel,,2011,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0730,HYUNDAI,i40 2.0 Petrol,,2011,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0731,HYUNDAI,i45 2.4 Petrol,,2001,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0732,HYUNDAI,Kona,,2018,,,,,,MF55HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0733,HYUNDAI,iload/iMax,,2008,,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0734,HYUNDAI,iload/iMax Diesel,,2008,,,,,,MF95D31R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0735,HYUNDAI,ix35 2.0 Diesel,,2001,,,,,,MF95D31R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0736,HYUNDAI,ix35 2.0 Petrol,,2001,,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0737,HYUNDAI,ix35 2.04 Petrol,,2001,,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0738,HYUNDAI,Lantra,,1991,1994,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0739,HYUNDAI,Lantra,,1995,1997,,,,,MF43,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0740,HYUNDAI,"Lantra - SE, GL, GLS",,1998,2000,,,,,MF52,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0741,HYUNDAI,Lavita MPV GLS,,2001,2003,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0742,HYUNDAI,RB Accent,,2011,,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0743,HYUNDAI,S Coupe,,1990,1994,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0744,HYUNDAI,S Coupe,,1994,1996,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0745,HYUNDAI,Santa Fe - 2.04,,2000,2005,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0746,HYUNDAI,Santa Fe - 2.7 V6,,2000,2005,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0747,HYUNDAI,Santa Fe - 2.7 V6,,2005,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0748,HYUNDAI,Santa Fe - 3.3 V6,,2005,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0749,HYUNDAI,Santa Fe - Diesel,,2005,,,,,,MF95D31R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0750,HYUNDAI,Santa Fe - V6 Petrol,,2007,,,,,,MF95D31R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0751,HYUNDAI,Sonata,,1989,1998,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0752,HYUNDAI,Sonata - 2.04,,2000,2005,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0753,HYUNDAI,Sonata - 2.04,,2006,,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0754,HYUNDAI,Sonata - 3.3 V6,,2005,,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0755,HYUNDAI,Sonata - Elite V6,,2000,2005,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0756,HYUNDAI,Sonata - GL V6,,2000,2005,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0757,HYUNDAI,Sonata - GLE,,1994,1995,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0758,HYUNDAI,Sonata - GLE,,1996,1997,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0759,HYUNDAI,Sonata Diesel,,2008,,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0760,HYUNDAI,Terracan,,2001,2002,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0761,HYUNDAI,Terracan,,2002,2007,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0762,HYUNDAI,Terracan - Highlander,,2004,2007,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0763,HYUNDAI,Terracan Diesel,,2004,2007,,,,,MF95D31L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0764,HYUNDAI,Tiburon - 4 Cyl,,2002,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0765,HYUNDAI,Tiburon - V6,,2002,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0766,HYUNDAI,Trajet,,2000,2006,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0767,HYUNDAI,Tucson 2.7 V6,,2004,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0768,HYUNDAI,Tucson City,,2004,,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0769,HYUNDAI,Tucson Petrol,,2015,2017,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0770,HYUNDAI,Veloster Turbo,,2012,,,,,,MF44H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0771,HYUNDAI,"Veloster S, Veloster +, Veloster SR Turbo",,2012,,,,,,MF44H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0772,INFINITI,M Sedan V6 Petrol,,2012,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0773,INFINITI,M Sedan Hybrid,,2012,,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0774,ISUZU,"D-Max LS-U, LS-M, SX, EX, 4X2, 4X4",,2008,2014,,,,,MF95D31L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0775,ISUZU,"MU-X, LS-T, LS-U, LS-X, 4X2, 4X4",,2002,,,,,,MF95D31L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0776,ISUZU,"MU-X, LS-T, LS-U, LS-X, 4X2, 4X4",,2011,,,,,,MF80D26L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0777,JAGUAR,S Type R,,2002,2005,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0778,JAGUAR,"F-Type 3.0SC, 5.0SC  X152",,2013,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0779,JAGUAR,F-Pace,,2015,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0780,JAGUAR,X Type,,2011,,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0781,JAGUAR,X Type 2.01 V6,,2001,2005,,,,,MF55H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0782,JAGUAR,X Type 2.05 V6,,2001,2005,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0783,JAGUAR,X Type 3.0 V6,,2001,2005,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0784,JAGUAR,"XE 2.0DT, 2.0T, 3.0SC",,2015,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0785,JAGUAR,XF,,2008,,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0786,JAGUAR,XF XJ,,2011,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0787,JAGUAR,XF Petrol,,2016,,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0788,JAGUAR,"XF Diesel 2.2DT, 3.0DTT",,2011,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0789,JAGUAR,"XF Diesel 2.2DT, 3.0DTT",,2015,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0790,JAGUAR,"XF Petrol 3.0SC, 5.0SC",,2012,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0791,JAGUAR,XF Petrol 2.0T,,2012,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0792,JAGUAR,XF-R Petrol 5.0SC,,2009,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0793,JAGUAR,XK,,2011,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0794,JAGUAR,"XK8, XKR",,1995,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0795,JAGUAR,XJ Sovereign,,1997,2003,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0796,JAGUAR,"XJ Diesel 3.0DTT, Petrol 3.0SC, 5.0SC",,2012,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0797,JAGUAR,XJ12,,1995,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0798,JAGUAR,"XJ4 (XJs, XJ6) all include Sovereign",,1987,1994,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0799,JAGUAR,XJ6,,1995,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0800,JAGUAR,XJ6 all include Sovereign,,1972,1987,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0801,JAGUAR,XJ6 V12,,1972,1987,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0802,JAGUAR,"XJ6, XJR, XJ12",,1994,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0803,JAGUAR,"XJ8 3.2, 4. Sport",,2001,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0804,JAGUAR,XJR 5.0SC,,2013,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0805,JAGUAR,XKR 5.0SC,,2010,2014,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0806,JEEP,Cherokee,,1994,1997,,,,,MF58R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0807,JEEP,Cherokee,,1997,,,,,,MF66R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0808,JEEP,Cherokee 3.7L V6,,2003,,,,,,MF55R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0809,JEEP,Cherokee 4X4 CRD 2.7,,2003,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0810,JEEP,Cherokee Diesel,,1999,,,,,,MF66R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0811,JEEP,Cherokee Diesel 2.05L,,1999,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0812,JEEP,Cherokee Diesel 2.0DT,,2014,,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0813,JEEP,Cheokee Petrol 3.2i,,2014,,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0814,JEEP,Cherokee Sport,,1999,,,,,,MF66R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0815,JEEP,Cherokee Sports,,1999,,,,,,MF58R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0816,JEEP,Cherokee Sports - Diesel,,1997,2001,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0817,JEEP,Cherokee Sports - Petrol,,2003,,,,,,MF58R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0818,JEEP,"CJ5, CJ6, CJ8, CJ1, CJ2",,1974,1985,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0819,JEEP,Commander,,2007,,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0820,JEEP,Commander,,2011,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0821,JEEP,Comcar,,2011,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0822,JEEP,Compass,,2007,,,,,,MF78DT,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0823,JEEP,Grand Cheokee V8,,1999,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0824,JEEP,Grand Cherokee,,1996,1996,,,,,MF58R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0825,JEEP,Grand Cherokee,,1999,,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0826,JEEP,Grand Cherokee,,2003,,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0827,JEEP,Grand Cherokee Laredo,,1997,1999,,,,,MF78DT,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0828,JEEP,Grand Cherokee Laredo,,2000,,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0829,JEEP,Grand Cherokee Laredo,,2011,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0830,JEEP,Grand Cherokee SRT8,,2006,,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0831,JEEP,Grand Cherokee Diesel 3.0DT,,2011,2016,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
