claim_id,make,model,series,year_from,year_to,engine_trim,fuel,stop_start,battery_type,source_code,standard_code,terminal_layout,cca_min,source_guide,source_year,confidence,notes
RACV-1985,RENAULT,CLIO,X85 1.6L 2.0L,2008,2013,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:3552/AG:5526 | RACV p103
RACV-1986,RENAULT,CLIO,X98 1.2L 1.6L,2013,,,,Y,EFB,RACV 4036,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4036 | reg required | RACV p103
RACV-1987,RENAULT,FUEGO,All variants,1982,1987,,,,,RACV 2541,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/AG:2541 | RACV p103
RACV-1988,RENAULT,KANGOO,X61 1.2L 1.5L,2011,,,,Y,EFB,RACV 4036,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts AG:4036 | RACV p103
RACV-1989,RENAULT,KOLEOS,H45 2.5L Petrol,2008,2016,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:2544/AG:5526 | RACV p103
RACV-1990,RENAULT,KOLEOS,H45 2.0L Diesel,2008,2016,,,,,RACV 5536,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3884/AG:5536 | RACV p103
RACV-1991,RENAULT,KOLEOS,HZG 2.5L Petrol,2016,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts AG:4026 | RACV p103
RACV-1992,RENAULT,LAGUNA,All variants,1995,2011,,,,,RACV 5536,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3662/AG:5536 | RACV p103
RACV-1993,RENAULT,MEGANE,X64 X84 1.6L 2.0L,2001,2010,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:3552/AG:5526 | RACV p103
RACV-1994,RENAULT,MEGANE,X95 2.0L,2010,2016,,,Y,EFB,RACV 5536,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts EX:3664/PR:3662/AG:5536 | RACV p104
RACV-1995,RENAULT,MEGANE,XFB 1.2L 1.6L,2016,,,,Y,EFB,RACV 4044,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4044 | reg required | RACV p104
RACV-1996,RENAULT,MASTER,X62 2.3L Diesel,2011,,,,,,RACV 5594,,,,RACV,2022,guide-REVERIFY,RACV parts PR:3888/AG:5594 | RACV p104
RACV-1997,RENAULT,SCENIC,All variants,2001,2010,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:3552/AG:5526 | RACV p104
RACV-1998,RENAULT,TRAFIC,X83 1.9L 2.0L 2.5L Diesel,2004,2015,,,,,RACV 5556,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3884/AG:5556 | RACV p104
RACV-1999,RENAULT,TRAFIC,X82 1.6L 2.0L Diesel,2015,,,,Y,EFB,RACV 4044,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4044 | reg required | RACV p104
RACV-2000,ROLLS ROYCE,CORNICHE,All variants,1971,1996,,,,,RACV 5593,,,,RACV,2022,guide-REVERIFY,RACV parts PR:4703/AG:5593 | RACV p104
RACV-2001,ROLLS ROYCE,GHOST,All variants,2010,,,,,AGM,RACV 3888,,,,RACV,2022,guide-REVERIFY,Must use AGM. Refer to OEM. | RACV parts PR:3888 | reg required | RACV p104
RACV-2002,ROLLS ROYCE,PHANTOM,All variants,2003,,,,,AGM,RACV 3888,,,,RACV,2022,guide-REVERIFY,Must use AGM. Refer to OEM. | RACV parts PR:3888 | reg required | RACV p104
RACV-2003,ROLLS ROYCE,SILVER CLOUD,All variants,1960,1966,,,,,RACV 5593,,,,RACV,2022,guide-REVERIFY,RACV parts PR:4703/AG:5593 | RACV p104
RACV-2004,ROLLS ROYCE,SILVER SHADOW,All variants,1965,1980,,,,,RACV 5593,,,,RACV,2022,guide-REVERIFY,RACV parts PR:4703/AG:5593 | RACV p104
RACV-2005,ROLLS ROYCE,SILVER SPIRIT,All variants,1981,1996,,,,,RACV 5593,,,,RACV,2022,guide-REVERIFY,RACV parts PR:4703/AG:5593 | RACV p104
RACV-2006,ROLLS ROYCE,SILVER SPUR,All variants,1981,1996,,,,,RACV 5593,,,,RACV,2022,guide-REVERIFY,RACV parts PR:4703/AG:5593 | RACV p104
RACV-2007,ROLLS ROYCE,WRAITH,All variants,2013,,,,,AGM,RACV 3888,,,,RACV,2022,guide-REVERIFY,Must use AGM. Refer to OEM. | RACV parts PR:3888 | reg required | RACV p104
RACV-2008,ROVER,3500,All variants,1972,1985,,,,,RACV 2541,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/AG:2541 | RACV p104
RACV-2009,ROVER,75,All variants,2001,2005,,,,,RACV 5536,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3662/AG:5536 | RACV p104
RACV-2010,ROVER,90,All variants,1960,1962,,,,,RACV 2543,,,,RACV,2022,guide-REVERIFY,RACV parts EX:4703/AG:2543 | RACV p104
RACV-2011,ROVER,QUINTET,All variants,1982,1986,,,,,RACV 2382,,,,RACV,2022,guide-REVERIFY,RACV parts EX:5375/AG:2382 | RACV p105
RACV-2012,ROVER,P5,All variants,1963,1972,,,,,RACV 2543,,,,RACV,2022,guide-REVERIFY,RACV parts EX:4703/AG:2543 | RACV p105
RACV-2013,ROVER,P6,All variants,1965,1976,,,,,RACV 2541,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/AG:2541 | RACV p105
RACV-2014,SAAB,900,All variants,1980,1998,,,,,RACV 5536,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3662/AG:5536 | RACV p105
RACV-2015,SAAB,9000,All variants,1986,1997,,,,,RACV 5536,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3662/AG:5536 | RACV p105
RACV-2016,SAAB,9-3,All variants,1998,2012,,,,,RACV 5556,,,,RACV,2022,guide-REVERIFY,Battery in boot on convertible. | RACV parts EX:3664/PR:3884/AG:5556 | RACV p105
RACV-2017,SAAB,9-5,All variants,1997,2011,,,,,RACV 5556,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3884/AG:5556 | RACV p105
RACV-2018,SEAT,CORDOBA,All variants,1995,1999,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:3552/AG:5526 | RACV p105
RACV-2019,SEAT,IBIZA,All variants,1995,1999,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:3552/AG:5526 | RACV p105
RACV-2020,SEAT,TOLEDO,All variants,1995,1999,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:3552/AG:5526 | RACV p105
RACV-2021,SKODA,FABIA,5J 1.2L 1.4L,2011,2014,,,Y,EFB,RACV 5526,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts EX:3554/PR:3552/AG:5526 | RACV p105
RACV-2022,SKODA,FABIA,NJ 1.2L,2015,2021,,,Y,EFB,RACV 4036,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4036 | reg required | RACV p105
RACV-2023,SKODA,KAMIQ,NW 1.5L,2020,,,,Y,EFB,RACV 4036,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4036 | reg required | RACV p105
RACV-2024,SKODA,KAROQ,NU 1.4L 2.0L,2018,,,,Y,AGM,RACV 5556,,,,RACV,2022,guide-REVERIFY,Stop Start; must use AGM on some variants. | RACV parts AG:5556 | reg required | RACV p105
RACV-2025,SKODA,KODIAQ,NS 2.0L,2017,,,,Y,AGM,RACV 5556,,,,RACV,2022,guide-REVERIFY,Stop Start; must use AGM. | RACV parts AG:5556 | reg required | RACV p105
RACV-2026,SKODA,OCTAVIA,1Z 1.8L 2.0L,2007,2013,,,,,RACV 5536,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3662/AG:5536 | RACV p105
RACV-2027,SKODA,OCTAVIA,NE 1.4L 1.8L 2.0L,2013,2020,,,Y,AGM,RACV 5556,,,,RACV,2022,guide-REVERIFY,Stop Start; must use AGM on some variants. | RACV parts AG:5556 | reg required | RACV p105
RACV-2028,SKODA,SCALA,NW 1.5L,2020,,,,Y,EFB,RACV 4036,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4036 | reg required | RACV p106
RACV-2029,SKODA,SUPERB,3T 1.8L 2.0L 3.6L,2009,2015,,,,,RACV 5556,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3884/AG:5556 | RACV p106
RACV-2030,SKODA,SUPERB,NP 2.0L,2015,,,,Y,AGM,RACV 5556,,,,RACV,2022,guide-REVERIFY,Stop Start; must use AGM. | RACV parts AG:5556 | reg required | RACV p106
RACV-2031,SKODA,YETI,5L 1.8L 2.0L,2011,2017,,,Y,EFB,RACV 5536,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts EX:3664/PR:3662/AG:5536 | RACV p106
RACV-2032,SMART,FORTWO,450 451,2003,2015,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,Battery under floor. | RACV parts AG:2383 | RACV p106
RACV-2033,SSANGYONG,ACTYON,All variants,2007,2012,,,,,RACV 5594,,,,RACV,2022,guide-REVERIFY,RACV parts EX:4704/PR:2544/AG:5594 | RACV p106
RACV-2034,SSANGYONG,KORANDO,All variants,1997,2007,,,,,RACV 5593,,,,RACV,2022,guide-REVERIFY,RACV parts EX:4503/PR:2543/AG:5593 | RACV p106
RACV-2035,SSANGYONG,KORANDO,C200 2.0L Diesel,2011,2019,,,,,RACV 5594,,,,RACV,2022,guide-REVERIFY,RACV parts EX:4704/PR:3884/AG:5594 | RACV p106
RACV-2036,SSANGYONG,KYRON,All variants,2006,2012,,,,,RACV 5594,,,,RACV,2022,guide-REVERIFY,RACV parts EX:4704/PR:2544/AG:5594 | RACV p106
RACV-2037,SSANGYONG,MUSSO,All variants,1996,2006,,,,,RACV 5593,,,,RACV,2022,guide-REVERIFY,RACV parts EX:4503/PR:2543/AG:5593 | RACV p106
RACV-2038,SSANGYONG,MUSSO,Q200 2.2L Diesel,2018,,,,,,RACV 5594,,,,RACV,2022,guide-REVERIFY,RACV parts PR:3884/AG:5594 | RACV p106
RACV-2039,SSANGYONG,REXTON,Y200 Y220 2.7L 3.2L,2003,2012,,,,,RACV 5594,,,,RACV,2022,guide-REVERIFY,RACV parts EX:4704/PR:2544/AG:5594 | RACV p106
RACV-2040,SSANGYONG,REXTON,Y400 2.2L Diesel,2018,,,,,,RACV 5594,,,,RACV,2022,guide-REVERIFY,RACV parts PR:3884/AG:5594 | RACV p106
RACV-2041,SSANGYONG,STAVIC,All variants,2005,2015,,,,,RACV 5594,,,,RACV,2022,guide-REVERIFY,RACV parts EX:4704/PR:2544/AG:5594 | RACV p106
RACV-2042,SUBARU,1400,All variants,1973,1976,,,,,RACV 2382,,,,RACV,2022,guide-REVERIFY,RACV parts EX:5375/AG:2382 | RACV p106
RACV-2043,SUBARU,1600,All variants,1976,1982,,,,,RACV 2382,,,,RACV,2022,guide-REVERIFY,RACV parts EX:5375/AG:2382 | RACV p106
RACV-2044,SUBARU,1800,All variants,1980,1994,,,,,RACV 2382,,,,RACV,2022,guide-REVERIFY,RACV parts EX:5375/AG:2382 | RACV p106
RACV-2045,SUBARU,BRUMBY,All variants,1981,1994,,,,,RACV 2382,,,,RACV,2022,guide-REVERIFY,RACV parts EX:5375/AG:2382 | RACV p107
RACV-2046,SUBARU,BRZ,ZC 2.0L,2012,2020,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p107
RACV-2047,SUBARU,BRZ,ZD 2.4L,2021,,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p107
RACV-2048,SUBARU,FORESTER,SF 2.0L,1997,2002,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p107
RACV-2049,SUBARU,FORESTER,SG 2.5L,2002,2008,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p107
RACV-2050,SUBARU,FORESTER,SH 2.0L 2.5L Petrol,2008,2012,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:2544/AG:5526 | RACV p107
RACV-2051,SUBARU,FORESTER,SH 2.0L Diesel,2010,2012,,,,,RACV 5536,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3884/AG:5536 | RACV p107
RACV-2052,SUBARU,FORESTER,SJ 2.0L 2.5L Petrol,2012,2018,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts PR:2544/AG:4026 | RACV p107
RACV-2053,SUBARU,FORESTER,SJ 2.0L Diesel,2012,2018,,,,,RACV 5536,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3884/AG:5536 | RACV p107
RACV-2054,SUBARU,FORESTER,SK 2.5L Petrol,2018,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4026 | reg required | RACV p107
RACV-2055,SUBARU,FORESTER,SK 2.0L Hybrid,2020,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. Auxiliary battery - refer to OEM. | RACV parts AG:4026 | reg required | RACV p107
RACV-2056,SUBARU,IMPREZA,GC GF 1.8L 2.0L,1993,2000,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p107
RACV-2057,SUBARU,IMPREZA,GD GG 2.0L 2.5L,2000,2007,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p107
RACV-2058,SUBARU,IMPREZA,GE GH 2.0L 2.5L,2007,2011,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:2544/AG:5526 | RACV p107
RACV-2059,SUBARU,IMPREZA,GJ GP 2.0L,2011,2016,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts PR:2544/AG:4026 | RACV p107
RACV-2060,SUBARU,IMPREZA,GK GT 2.0L,2016,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4026 | reg required | RACV p107
RACV-2061,SUBARU,LEONE,All variants,1984,1994,,,,,RACV 2382,,,,RACV,2022,guide-REVERIFY,RACV parts EX:5375/AG:2382 | RACV p107
RACV-2062,SUBARU,LEVORG,VM 1.6L 2.0L,2016,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4026 | reg required | RACV p107
RACV-2063,SUBARU,LIBERTY,BC BF 2.2L,1989,1994,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p108
RACV-2064,SUBARU,LIBERTY,BD BG 2.0L 2.2L 2.5L,1994,1999,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p108
RACV-2065,SUBARU,LIBERTY,BE BH 2.5L 3.0L,1999,2004,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p108
RACV-2066,SUBARU,LIBERTY,BL BP 2.0L 2.5L 3.0L,2004,2009,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:2544/AG:5526 | RACV p108
RACV-2067,SUBARU,LIBERTY,BM BR 2.5L 3.6L,2009,2015,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:2544/AG:5526 | RACV p108
RACV-2068,SUBARU,LIBERTY,BN 2.5L 3.6L,2015,2020,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts PR:2544/AG:4026 | RACV p108
RACV-2069,SUBARU,OUTBACK,BG 2.5L,1996,1999,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p108
RACV-2070,SUBARU,OUTBACK,BH 2.5L 3.0L,1999,2003,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p108
RACV-2071,SUBARU,OUTBACK,BP 2.5L 3.0L,2003,2009,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:2544/AG:5526 | RACV p108
RACV-2072,SUBARU,OUTBACK,BR 2.5L 3.6L Petrol,2009,2014,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:2544/AG:5526 | RACV p108
RACV-2073,SUBARU,OUTBACK,BR 2.0L Diesel,2009,2014,,,,,RACV 5536,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3664/PR:3884/AG:5536 | RACV p108
RACV-2074,SUBARU,OUTBACK,BS 2.5L 3.6L,2014,2020,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts PR:2544/AG:4026 | RACV p108
RACV-2075,SUBARU,OUTBACK,BT 2.5L,2021,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4026 | reg required | RACV p108
RACV-2076,SUBARU,SVX,All variants,1992,1997,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p108
RACV-2077,SUBARU,TRIBECA,B9 3.0L 3.6L,2006,2014,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:2544/AG:5526 | RACV p108
RACV-2078,SUBARU,VORTEX,All variants,1985,1990,,,,,RACV 2382,,,,RACV,2022,guide-REVERIFY,RACV parts EX:5375/AG:2382 | RACV p108
RACV-2079,SUBARU,WRX,V1 2.5L,2014,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts PR:2544/AG:4026 | RACV p108
RACV-2080,SUBARU,WRX,GC GD GE GV 2.0L 2.5L,1994,2014,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p108
RACV-2081,SUBARU,XV,G4X 2.0L,2012,2017,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts PR:2544/AG:4026 | RACV p109
RACV-2082,SUBARU,XV,G5X 2.0L,2017,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4026 | reg required | RACV p109
RACV-2083,SUZUKI,ALTO,All variants,1982,1985,,,,,RACV 2381,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2381 | RACV p109
RACV-2084,SUZUKI,ALTO,GF 1.0L,2009,2014,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p109
RACV-2085,SUZUKI,BALENO,All variants,1995,2001,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p109
RACV-2086,SUZUKI,BALENO,EW 1.4L,2016,,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p109
RACV-2087,SUZUKI,CARRY,All variants,1980,1990,,,,,RACV 2381,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2381 | RACV p109
RACV-2088,SUZUKI,CELERIO,LF 1.0L,2015,2019,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p109
RACV-2089,SUZUKI,CINO,All variants,1995,1998,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p109
RACV-2090,SUZUKI,GRAND VITARA,SQ 1.6L 2.0L 2.5L,1998,2005,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/AG:2544 | RACV p109
RACV-2091,SUZUKI,GRAND VITARA,JB JT 1.6L 2.0L 2.4L 3.2L,2005,2019,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:2544/AG:5526 | RACV p109
RACV-2092,SUZUKI,IGNIS,MF 1.2L,2016,,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p109
RACV-2093,SUZUKI,JIMNY,SN 1.3L,1998,2018,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p109
RACV-2094,SUZUKI,JIMNY,GJ 1.5L,2018,,,,,,RACV 2543,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2543 | RACV p109
RACV-2095,SUZUKI,KIZASHI,FR 2.4L,2010,2015,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:2544/AG:5526 | RACV p109
RACV-2096,SUZUKI,LIANA,All variants,2001,2007,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p109
RACV-2097,SUZUKI,MIGHTY BOY,All variants,1985,1988,,,,,RACV 2381,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2381 | RACV p109
RACV-2098,SUZUKI,S-CROSS,JY 1.4L 1.6L,2013,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts AG:4026 | RACV p110
RACV-2099,SUZUKI,SIERRA,All variants,1981,1998,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p110
RACV-2100,SUZUKI,SWIFT,All variants,1985,2000,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p110
RACV-2101,SUZUKI,SWIFT,RS 1.5L,2005,2011,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p110
RACV-2102,SUZUKI,SWIFT,FZ 1.4L 1.6L,2011,2017,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p110
RACV-2103,SUZUKI,SWIFT,AZ 1.2L 1.4L,2017,,,,Y,EFB,RACV 4020,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB (K42). | RACV parts PR:4020 | RACV p110
RACV-2104,SUZUKI,SX4,GY 2.0L,2007,2014,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,RACV parts EX:3554/PR:2544/AG:5526 | RACV p110
RACV-2105,SUZUKI,VITARA,All variants,1988,1998,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p110
RACV-2106,SUZUKI,VITARA,LY 1.4L 1.6L,2015,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start variants must use EFB. | RACV parts AG:4026 | RACV p110
RACV-2107,SUZUKI,WAGON R,All variants,1997,2000,,,,,RACV 2383,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2383 | RACV p110
RACV-2108,TOYOTA,4RUNNER,All variants,1984,1996,,,,,RACV 5593,,,,RACV,2022,guide-REVERIFY,RACV parts EX:4703/PR:2543/AG:5593 | RACV p111
RACV-2109,TOYOTA,86,ZN6 2.0L,2012,2020,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p111
RACV-2110,TOYOTA,86,ZN8 2.4L,2021,,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts AG:2544 | RACV p111
RACV-2111,TOYOTA,ALPHARD,All variants,2002,,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,Grey import - verify battery size before ordering. | RACV parts AG:2544 | RACV p111
RACV-2112,TOYOTA,AURION,GSV40 3.5L,2006,2012,,,,,RACV 5556,,,,RACV,2022,guide-REVERIFY,RACV parts EX:2502/PR:2542/AG:5556 | RACV p111
RACV-2113,TOYOTA,AURION,GSV50 3.5L,2012,2017,,,,,RACV 5556,,,,RACV,2022,guide-REVERIFY,RACV parts EX:2502/PR:2542/AG:5556 | RACV p111
RACV-2114,TOYOTA,AVALON,MCX10 3.0L,2000,2005,,,,,RACV 2542,,,,RACV,2022,guide-REVERIFY,RACV parts EX:2502/AG:2542 | RACV p111
RACV-2115,TOYOTA,AVENSIS,ACM20 2.0L 2.4L,2001,2010,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts EX:2502/AG:2544 | RACV p111
RACV-2116,TOYOTA,BLADE,All variants,2007,2012,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,Grey import. | RACV parts AG:2544 | RACV p111
RACV-2117,TOYOTA,C-HR,NGX10 NGX50 1.2L Turbo,2017,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide-REVERIFY,Stop Start; must use EFB. | RACV parts AG:4026 | reg required | RACV p111
RACV-2118,TOYOTA,C-HR,ZYX10 Hybrid,2019,,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,Auxiliary battery in boot. Vent tube must be connected. | RACV parts AG:5526 | reg required | RACV p111
RACV-2119,TOYOTA,CALDINA,All variants,1996,2007,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,Grey import. | RACV parts AG:2544 | RACV p111
RACV-2120,TOYOTA,CAMRY,SV11 SV21 SV22 2.0L,1983,1993,,,,,RACV 2382,,,,RACV,2022,guide-REVERIFY,RACV parts EX:5375/AG:2382 | RACV p111
RACV-2121,TOYOTA,CAMRY,SDV10 SXV10 2.2L 3.0L,1993,1997,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts EX:2502/AG:2544 | RACV p111
RACV-2122,TOYOTA,CAMRY,SXV20 MCV20 2.2L 3.0L,1997,2002,,,,,RACV 2544,,,,RACV,2022,guide-REVERIFY,RACV parts EX:2502/AG:2544 | RACV p111
RACV-2123,TOYOTA,CAMRY,ACV36 MCV36 2.4L 3.0L,2002,2006,,,,,RACV 2542,,,,RACV,2022,guide-REVERIFY,RACV parts EX:2502/AG:2542 | RACV p111
RACV-2124,TOYOTA,CAMRY,ACV40 2.4L,2006,2011,,,,,RACV 5556,,,,RACV,2022,guide-REVERIFY,RACV parts EX:2502/PR:2542/AG:5556 | RACV p111
RACV-2125,TOYOTA,CAMRY,AHV40 Hybrid,2010,2012,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,Auxiliary battery in boot. Vent tube must be connected. | RACV parts AG:5526 | reg required | RACV p111
RACV-2126,TOYOTA,CAMRY,ASV50 2.5L Petrol,2011,2017,,,,,RACV 5556,,,,RACV,2022,guide-REVERIFY,RACV parts EX:2502/PR:2542/AG:5556 | RACV p112
RACV-2127,TOYOTA,CAMRY,AVV50 Hybrid,2012,2017,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,Auxiliary battery in boot. Vent tube must be connected. | RACV parts AG:5526 | reg required | RACV p112
RACV-2128,TOYOTA,CAMRY,ASV70 2.5L Petrol,2017,,,,,,RACV 5556,,,,RACV,2022,guide-REVERIFY,RACV parts EX:2502/PR:2542/AG:5556 | RACV p112
RACV-2129,TOYOTA,CAMRY,AXVH71 Hybrid,2017,,,,,,RACV 5526,,,,RACV,2022,guide-REVERIFY,Auxiliary battery in boot. Vent tube must be connected. Some variants LN2 in engine bay. | RACV parts AG:5526 | reg required | RACV p112
RACV-2130,TOYOTA,CELICA,TA22 RA23 RA40 2.0L,1971,1985,,,,,RACV 2382,,,,RACV,2022,guide-REVERIFY,RACV parts EX:5375/AG:2382 | RACV p112
